CasMp,Sample loading,Condition,Wash,Elute,Reconstitute
['1-101-CAS-493639'],"(unknown, null)","(methanol, null); (water, null); (sodium phosphate, null)","(water, null); (phosphate, null); (methanol+water, 0.25)","(ammonium hydroxide+isopropanol, 0.7291666666666666)","(water, null)"
['1-101-CAS-490335'],"(water, null)","(water, null); (methanol, null)","(water, null)","(dichloromethane+isopropanol, 0.6666666666666666)","(acetonitrile+water, 0.5)"
['1-101-CAS-478567'],"(ammonium acetate+methanol, null)","(methanol, null); (water, null)","(water, null); (water, null); (methanol+water, 0.05)","(methanol, 1.0)","(unknown, 0.5)"
['1-101-CAS-489376'],"(acetonitrile+phosphate, 0.6666666666666666)","(methanol, null); (water, null)","(unknown, null); (water, null); (hexane, null)","(dichloromethane+isopropanol, 0.7959183673469388)","(unknown, null)"
['1-101-CAS-488357'],"(water, null)","(methanol, null); (water, null)","(water, null); (methanol, null)","(methanol+potassium phosphate, 0.5); (methanol+potassium phosphate, 0.5)",
['1-101-CAS-485113'],"(formic acid+sodium hydroxide, 0.8)",,"(methanol+water, 0.05)","(methanol, null)","(methanol+water, 0.6)"
['1-101-CAS-474801'],"(water, null)","(methanol, null); (water, null)","(water, null)","(DMSO+methanol, 0.8)",
['1-101-CAS-477462'],"(methanol+water, 0.8)","(methanol, null); (methanol, null); (water, null)","(methanol+water, 0.6)","(methanol, null)","(methanol+water, 0.1)"
['2-141-CAS-293303'],"(acetic acid, null)","(methanol, null); (acetic acid, null)",,"(acetic acid, null)","(acetic acid, null)"
['1-101-CAS-460162'],,"(acetonitrile, null)","(water, null)","(acetonitrile, null)",
['2-141-CAS-253132'],,"(methanol, null); (water, null)","(water, null); (water, null); (water, null)","(acetonitrile+water, 0.9)","(water, null)"
['2-141-CAS-252428'],,"(methanol, null); (water, null)","(water, null); (water, null); (water, null)","(acetonitrile+water, 0.9)","(water, null)"
['1-101-CAS-474466'],"(acetone+methanol, 0.6666666666666666)","(methanol, null); (water, null)","(water, null)","(acetonitrile+methanol, 0.9); (acetonitrile+methanol, 0.1)","(acetonitrile+water, 0.5)"
['1-101-CAS-472257'],"(acetone+methanol, 0.6666666666666666)","(methanol, null); (water, null)","(water, null)","(acetonitrile+methanol, 0.9); (acetonitrile+methanol, 0.1)","(acetonitrile+water, 0.5)"
['1-101-CAS-474012'],"(unknown, null)","(methanol, null); (water, null); (unknown, null)",,"(methanol, null)","(methanol, null)"
['1-101-CAS-445186'],"(acetonitrile, null)","(methanol, null); (water, null)","(water, null)","(methanol, null)",
['1-101-CAS-472096'],"(acetonitrile+methanol, 0.75)","(acetonitrile+methanol, 0.75)",,,"(acetonitrile+methanol, 0.75)"
['1-101-CAS-445312'],"(acetonitrile+ammonium acetate, 0.5)","(methanol, null); (water, null)","(water, null)","(methanol, null)",
['1-101-CAS-474478'],"(water, null)","(methanol, null); (water, null)","(water, null)","(methanol, null)","(acetonitrile+water, 0.8)"
['1-101-CAS-475662'],,"(methanol, null); (water, null)","(water, null)","(acetonitrile, null)","(acetonitrile, null)"
['1-101-CAS-474512'],"(phosphate+water, null)",,"(unknown, null); (phosphate+water, null)","(methanol, null)","(methanol+water, 0.8)"
['1-101-CAS-455275'],"(unknown, null)","(methanol, null); (water, null)","(water, null)","(methanol, null)",
['1-101-CAS-471209'],"(water, null)","(methanol, null)","(water, null)",,
['1-101-CAS-472461'],"(dichloromethane, null)",,,"(dichloromethane, null); (methanol, null)","(methanol, null)"
['1-101-CAS-466592'],"(water, null)","(methanol, null); (water, null)","(water, null); (methanol+water, 0.5)","(methanol+water, 0.6); (methanol+water, 0.6); (methanol+water, 0.6)","(acetonitrile+water, 0.02)"
['1-101-CAS-473335'],"(water, null)","(methanol, null); (water, null); (water, null)","(water, 0.05); (water, 0.05)","(methanol, null)",
['1-101-CAS-470336'],"(methanol+water, 0.5)","(methanol, null); (water, null)","(water, null); (water, null)",,"(acetonitrile+water, 0.5)"
['1-101-CAS-467539'],"(water, null)","(methanol, null); (water, null)","(methanol+water, 0.1)","(methanol, null)","(acetonitrile+methanol, 0.2)"
['1-101-CAS-467432'],"(water, null)","(methanol, null); (water, null)","(water, null); (methanol+water, 0.75)","(unknown, 0.5)","(methanol+water, 0.95)"
['1-101-CAS-470514'],"(acetic acid, 0.5)","(methanol, null); (water, null)","(water, null)","(methanol, null)","(water, null)"
['1-101-CAS-462878'],,,"(water, null); (methanol+water, 0.9)","(methanol, null)","(methanol+water, 0.5)"
['1-101-CAS-468948'],"(unknown, null)",,"(water, null)","(methanol, null); (water, null)","(methanol+water, 0.7)"
['1-101-CAS-477254'],"(hydrochloric acid, null)","(methanol, null); (hydrochloric acid, null)","(hydrochloric acid, null); (methanol, null)","(dichloromethane+isopropanol, 0.8080808080808081)","(acetonitrile, null)"
['1-101-CAS-477096'],"(hydrochloric acid, null)","(methanol, null); (hydrochloric acid, null)","(hydrochloric acid, null); (methanol, null)","(dichloromethane+isopropanol, 0.8080808080808081)","(acetonitrile, null)"
['1-101-CAS-455799'],"(acetonitrile, null)","(acetonitrile, null); (acetonitrile, null)","(acetonitrile+water, 0.5); (acetonitrile, null)","(methanol, 0.95)",
['1-101-CAS-456299'],"(unknown, null)","(methanol+water, 0.2); (acetonitrile, null); (water, null)","(methanol+water, 0.05); (methanol+water, 0.05); (methanol+water, 0.05)","(acetonitrile+water, 0.7)",
['1-101-CAS-452116'],,"(methanol, null); (phosphate, null)","(water, null)","(ethanol+water, 0.5)",
['1-101-CAS-454236'],"(water, null)","(methanol, null); (water, null)","(water, null); (methanol+water, 0.1)","(methanol, null)","(acetonitrile+methanol, 0.6666666666666666)"
['1-101-CAS-473725'],"(water, null)","(methanol, null); (water, null)","(water, null)","(acetone, null)","(methanol, null)"
['1-101-CAS-471949'],"(water, null)","(methanol, null); (water, null); (water, null)","(water, null); (water, null)","(acetonitrile, null)","(methanol, null)"
['1-101-CAS-473425'],"(water, null)","(acetonitrile, null); (acetonitrile+water, 0.9)","(acetonitrile+water, 0.9); (water, null)","(acetonitrile, null)",
['1-101-CAS-462398'],,"(unknown, null); (methanol, null)","(water, null)","(methanol, null)","(unknown, null)"
['2-141-CAS-252959'],"(methanol+water, null)","(methanol, null); (methanol+water, 0.1)","(water, null); (methanol+water, 0.2)","(methanol+water, 0.8)","(methanol, null)"
['1-101-CAS-445209'],"(unknown, null)","(methanol, null); (unknown, null); (methanol, null); (formic acid+water, null)",,"(acetonitrile+ammonium hydroxide, 0.5)",
['2-141-CAS-253096'],,,"(unknown, null); (unknown, null)","(acetonitrile+water, 0.9)","(unknown, null)"
['1-101-CAS-467572'],"(formic acid+methanol, 0.09090909090909091)","(methanol, null); (water, null)","(unknown, null); (methanol+water, 0.5)","(ammonium hydroxide+isopropanol, 0.7537688442211056)","(acetonitrile+ammonium formate, 0.7)"
['1-101-CAS-450165'],"(water, null)","(methanol, null); (water, null)","(water, null); (methanol+water, 0.05)","(acetonitrile+methanol, 0.5)",
['1-101-CAS-465166'],"(unknown, null)","(methanol, null); (water, null)","(methanol+water, 0.95)","(methanol, null)","(unknown, 0.997506234413965)"
['1-101-CAS-461450'],,"(methanol, null); (water, null)","(water, null); (methanol, null)","(methanol, null)","(acetonitrile+water, 0.1)"
['1-101-CAS-475619'],"(water, null)","(methanol, null); (water, null); (water, null)","(water, null); (water, null)","(formic acid+methanol, 0.9)",
['1-101-CAS-471267'],"(unknown, 0.25)","(methanol, null); (water, null)","(water, null); (water, null)","(methanol, null); (methanol, null)","(methanol, null)"
['1-101-CAS-477126'],"(methanol, 0.5)","(methanol, null); (water, null)","(water, null)","(formic acid+methanol, 0.8080808080808081); (formic acid+methanol, 0.8080808080808081); (formic acid+methanol, 0.8080808080808081)",
['1-101-CAS-451188'],"(acetic acid, 0.6667000000000001)","(acetonitrile, null); (phosphate, null)","(phosphate, null)","(acetonitrile+formic acid, 0.998003992015968)","(formic acid, 0.5)"
['1-101-CAS-476382'],"(acetonitrile+water, 0.2)","(methanol, null); (water, null)","(water, null); (methanol, null)","(acetonitrile+ammonium hydroxide, 0.6); (acetonitrile+ammonium hydroxide, 0.6)","(acetonitrile+ammonium hydroxide, 0.15)"
['1-101-CAS-474756'],"(tetrahydrofuran, null)","(acetic acid+methanol, 0.5); (ammonium acetate, null)",,"(methanol, null); (ammonium acetate, null)","(tetrahydrofuran, null)"
['1-101-CAS-470261'],"(tetrahydrofuran, null)","(acetic acid+methanol, 0.5); (ammonium acetate, null)",,"(methanol, null); (ammonium acetate, null)","(tetrahydrofuran, null)"
['1-101-CAS-475431'],"(hydrochloric acid+water, 0.034)","(methanol, null); (water, null); (methanol, null); (water, null); (water, null)","(water, null); (methanol, null)","(methanol+water, 0.3157894736842105)","(water, null)"
['2-141-CAS-234214'],"(acetonitrile, null)",,"(water, null)","(methanol, null)","(unknown, null)"
['2-114-CAS-271800'],"(water, null)","(methanol, null); (water, null)",,"(acetonitrile, null)","(acetonitrile+water, 0.2)"
['2-141-CAS-237178'],"(unknown, null)","(methanol, null); (unknown, null)",,"(methanol, null)","(methanol, null)"
['2-141-CAS-236515'],"(unknown, null)","(methanol, null); (unknown, null)",,"(methanol, null)","(methanol, null)"
['2-141-CAS-237362'],"(water, null)","(methanol, null); (water, null)",,"(methanol, null)","(methanol, null)"
['2-141-CAS-234281'],"(water, null)",,"(water, null)","(acetonitrile, null)","(unknown, null)"
['2-114-CAS-272707'],"(water, null)","(methanol, null); (water, null)",,"(acetonitrile, null)","(acetonitrile+water, 0.2)"
['2-141-CAS-234846'],"(methanol, null)",,"(water, null)","(methanol, null)","(unknown, null)"
['2-141-CAS-239222'],"(water, null)","(methanol, null); (unknown, null)",,"(methanol, null)","(methanol, null)"
['2-114-CAS-293397'],"(unknown, null)","(methanol, null); (unknown, null)","(unknown, null); (acetonitrile, 0.2)","(acetonitrile, 0.75)",
['2-114-CAS-279757'],"(water, null)","(methanol, null); (water, null)","(methanol+water, 0.5); (water, null)","(methanol, null)","(methanol+water, 0.85)"
['2-114-CAS-290574'],"(acetonitrile, null)","(acetonitrile, null); (water, null)","(acetonitrile, null)","(methanol, null)","(methanol+water, 0.5)"
['2-141-CAS-239270'],"(methanol+water, 0.8)","(methanol, null); (water, null); (methanol+water, 0.8)",,"(methanol, null)","(methanol, null)"
['2-141-CAS-237184'],"(methanol+water, 0.8)","(methanol, null); (water, null); (methanol+water, 0.8)",,"(methanol, null)","(methanol, null)"
['2-141-CAS-238298'],,"(methanol, null); (water, null)","(water, null)","(methanol+water, 0.8); (methanol, 1.0)","(unknown, null)"
['2-114-CAS-293309'],"(unknown, null)","(methanol, null); (unknown, null)","(unknown, null); (acetonitrile, 0.2)","(acetonitrile, 0.75)",
['2-114-CAS-281840'],"(water, null)","(methanol, null); (acetic acid, null)","(acetic acid, null)","(acetonitrile, null)","(methanol+water, 0.5)"
['2-138-CAS-238410'],"(water, null)","(methanol, null); (water, null)","(water, null)","(methanol+water, 0.05)","(water, null)"
['2-114-CAS-293450'],"(acetic acid, 0.05)","(methanol, null); (ammonium hydroxide, 0.05)","(ammonium hydroxide, 0.05); (acetonitrile, 0.2)","(acetonitrile, 0.75)",
['2-141-CAS-238703'],"(acetonitrile+methanol, 0.5)",,"(water, null); (water, null)","(acetonitrile+methanol, 0.5)","(acetonitrile+methanol, 0.5)"
['2-141-CAS-237440'],"(acetonitrile+methanol, 0.5)",,"(water, null); (water, null)","(acetonitrile+methanol, 0.5)","(acetonitrile+methanol, 0.5)"
['2-141-CAS-252857'],"(EDTA+water, 0.3)","(methanol, null); (water, null); (unknown, null)","(water, null)","(methanol, null)","(methanol+water, 0.4)"
['2-138-CAS-293152'],"(unknown, null)","(methanol, null); (unknown, null)","(unknown, null); (acetonitrile, 0.2)","(acetonitrile, 0.75)",
['2-138-CAS-293099'],"(unknown, null)","(methanol, null); (unknown, null)","(unknown, null); (acetonitrile, 0.2)","(acetonitrile, 0.75)",
['2-114-CAS-293371'],"(water, null)","(methanol, null); (water, null)","(water, null); (acetonitrile+water, 0.2)","(acetonitrile+water, 0.75)",
['2-114-CAS-293249'],"(unknown, null)","(methanol, null); (unknown, null)","(unknown, null); (acetonitrile, 0.2)","(acetonitrile, 0.75)",
['2-141-CAS-237016'],"(acetonitrile+methanol, 0.5)",,"(water, null); (water, null)","(acetonitrile+methanol, 0.5)","(acetonitrile+methanol, 0.5)"
['2-141-CAS-236994'],"(cyclohexane, null)",,"(cyclohexane, null)",,"(acetonitrile, null)"
['2-114-CAS-270426'],"(water, null)","(methanol, null); (water, null)",,"(acetonitrile, null)","(acetonitrile+water, 0.2)"
['2-141-CAS-238329'],,"(methanol, null); (water, null)","(methanol, null); (methanol, null)","(water, null)","(methanol+water, 0.15)"
['2-141-CAS-238565'],"(acetonitrile+methanol, 0.5)",,"(water, 1.0); (water, null)","(acetonitrile+methanol, 0.5)","(acetonitrile+methanol, 0.5)"
['2-141-CAS-236656'],"(acetonitrile+methanol, 0.5)",,"(water, null); (water, null)","(acetonitrile+methanol, 0.5)","(acetonitrile+methanol, 0.5)"
['2-138-CAS-293498'],"(water, null)","(methanol, null); (water, null)","(water, null); (acetonitrile+water, 0.2)","(acetonitrile+water, 0.75)",
['2-141-CAS-252314'],,,"(water, null); (water, null)","(acetonitrile+water, 0.9)","(water, null)"
['2-141-CAS-251556'],,,"(water, null); (water, null)","(acetonitrile+water, 0.9)","(water, null)"
['2-114-CAS-280483'],"(acetic acid+water, 0.2)","(methanol, null); (water, null)","(water, null)","(acetonitrile, null)","(methanol+water, 0.5)"
['2-141-CAS-250714'],"(water, null)",,"(methanol+water, 0.1)","(methanol, null); (acetic acid+methanol, 0.9); (acetic acid+methanol, 0.4)",
['2-141-CAS-251846'],,"(unknown, null)","(water, null); (water, null)","(acetonitrile+water, 0.9)","(water, null)"
['2-114-CAS-293516'],"(acetonitrile, null)",,,"(acetonitrile, null)","(methanol+water, 0.5)"
['2-141-CAS-236448'],"(acetonitrile+methanol, 0.5)",,"(water, null)","(acetonitrile+methanol, 0.5)","(acetonitrile+methanol, 0.5)"
['2-141-CAS-238265'],"(acetonitrile+methanol, 0.5)",,"(water, null); (water, null)","(acetonitrile+methanol, 0.5)","(acetonitrile+methanol, 0.5)"
['2-141-CAS-240949'],"(methanol+water, 0.09)",,"(water, null)","(acetonitrile, null)","(methanol+water, 0.95)"
['2-141-CAS-240515'],"(methanol+water, 0.09)",,"(water, null)","(acetonitrile, null)","(methanol+water, 0.95)"
['2-141-CAS-238874'],"(acetonitrile+methanol, 0.5)",,"(water, null)","(acetonitrile+methanol, 0.5)","(acetonitrile+methanol, 0.5)"
['2-141-CAS-238944'],"(acetonitrile+methanol, 0.5)",,"(water, null)","(acetonitrile+methanol, 0.5)","(acetonitrile+methanol, 0.5)"
['2-141-CAS-238433'],"(acetonitrile+methanol, 0.5)",,"(water, null)","(acetonitrile+methanol, 0.5)","(acetonitrile+methanol, 0.5)"
['2-138-CAS-237135'],"(water, null)","(methanol, null); (water, null)","(water, null)","(methanol, null)","(water, null)"
['2-114-CAS-293525'],"(water, null)","(methanol, null); (water, null)","(water, null); (acetonitrile+water, 0.2)","(acetonitrile+water, 0.75)",
['2-141-CAS-237025'],"(acetonitrile+methanol, 0.5)",,"(water, null); (water, null)","(acetonitrile+methanol, 0.5)","(acetonitrile+methanol, 0.5)"
['2-141-CAS-238588'],"(acetonitrile+methanol, 0.5)",,"(water, null)","(acetonitrile+methanol, 0.5)","(acetonitrile+methanol, 0.5)"
['2-114-CAS-295672'],"(unknown, null)","(methanol, null); (water, null)","(water, null); (methanol+water, 0.5)","(methanol, null)","(acetic acid+water, 0.02)"
['2-114-CAS-295661'],"(unknown, null)","(methanol, null); (water, null)","(water, null); (methanol+water, 0.5)","(methanol, null)","(acetic acid+water, 0.02)"
['2-141-CAS-252602'],,"(methanol, null); (unknown, null)","(unknown, null); (unknown, null); (unknown, null)","(acetonitrile+water, 0.9)","(unknown, null)"
['2-141-CAS-247486'],"(water, null)","(ammonium acetate, null)","(water, null)","(sodium chloride, null)",
['2-140-CAS-243032'],"(water, 0.5)","(methanol, null); (water, null)","(acetonitrile, null)","(acetonitrile, null)",
['2-114-CAS-232327'],"(methanol+water, 0.05)","(methanol, null); (methanol+water, 0.05)","(water, null)","(methanol, null)","(methanol+water, 0.05)"
['2-114-CAS-232311'],"(methanol+water, 0.05)","(methanol, null); (methanol+water, 0.05)","(water, null)","(methanol, null)",
['2-114-CAS-234545'],,,"(methanol+water, 0.05)","(acetonitrile+methanol, 0.95)","(methanol+water, 0.667)"
['2-114-CAS-243913'],,"(propanol+water, 0.7); (water, null)","(water, null)","(propanol, null)","(propanol, null)"
['2-114-CAS-233972'],"(ethanol+methanol, 0.6666666666666666)","(methanol, null); (unknown, null)","(methanol+water, 0.2)","(acetonitrile+methanol, 0.5)","(methanol+water, 0.6666666666666666)"
['2-114-CAS-242486'],,"(methanol, null); (unknown, null)",,"(acetonitrile+water, 0.8)","(acetonitrile+water, 0.45)"
['2-114-CAS-239338'],,"(methanol, null); (water, null)","(water, null)","(methanol, null)","(water, null)"
['2-114-CAS-232626'],"(methanol+water, 0.05)","(methanol, null); (methanol+water, 0.05)","(water, null)","(methanol, null)",
['2-114-CAS-232526'],"(methanol+water, 0.05)","(methanol, null); (methanol+water, 0.05)","(water, null)","(methanol, null)",
